,Unnamed: 0,gnn_auc,gnn_f1,gnn_ap
0,0,0.7165992340944392,0.4846665145777153,0.1885808460021252
1,3,0.8210794246963964,0.6577134781919173,0.3189278627510437
2,6,0.8315712243126582,0.6538687998159964,0.3401242296637434
3,9,0.8588722237552435,0.6763619950948305,0.431533057319637
4,12,0.8665205743960085,0.6920130289024518,0.4372035732545172
5,15,0.8810898105517359,0.7287640777309009,0.4813107125805672
6,18,0.87843841103133,0.7258640081093448,0.4708156828444745
7,21,0.8910432273593851,0.7258739409419313,0.511573628906594
8,24,0.8937779467301005,0.6975628852665181,0.4944835614522069
9,27,0.8964299280422516,0.7089872939819901,0.5196257199860291
10,30,0.9073457956615906,0.750123286827874,0.5775712114896379
11,33,0.9068046566145852,0.7315891063861931,0.5694295168044823
12,36,0.9123742798945398,0.7283743273946444,0.5907555575370987
13,39,0.9103460811468,0.6925089421673667,0.5625858301027924
14,42,0.920613941847937,0.761344758796462,0.6476215155516591
15,45,0.916237769792104,0.7332759113599145,0.5992278790116914
16,48,0.9192204560770212,0.752976058020898,0.6240492717057395
17,51,0.9187013596647624,0.7719232794079925,0.6137437920854157
18,54,0.9183462703454754,0.7349610478615342,0.5913379106288489
19,57,0.9146476165941202,0.7549504301765656,0.6334500441112232
20,60,0.909669137361671,0.7014237104578017,0.6047304411065775
21,63,0.9157552898978089,0.7226729937572428,0.6288210056170216
22,66,0.920805867672282,0.7181928220286568,0.6326808308081077
23,69,0.9227034832628116,0.7475151853474582,0.6588570413612335
24,72,0.9249009688636112,0.7480196051250178,0.672198296448636
25,75,0.918952591885134,0.7287754674683311,0.5949915268984896
26,78,0.9035811667263294,0.7175195500221082,0.5813661116972018
27,81,0.8990494381026235,0.6772195193380443,0.5307383693447515
28,84,0.9038384786704384,0.726093366080108,0.5649432404969172
29,87,0.9159766543844612,0.721138893366186,0.601667934857062
30,90,0.9229762345053586,0.7592826369674893,0.6445697572287199
31,93,0.9194019896463176,0.7273810908671366,0.63623105474633
32,96,0.9211934718777288,0.7443216039022874,0.6336038866885518
33,99,0.9254005679800092,0.7573065966894976,0.661347227582062
34,102,0.9262650886961878,0.7571039601810764,0.6712234595160474
35,105,0.9254587035201484,0.7396104716014535,0.6485723833378589
36,108,0.92310391597624,0.7770132593091915,0.6490273025335556
37,111,0.9232579962475596,0.7290697280304494,0.6263836836124884
38,114,0.92743257746368,0.775323062683724,0.6722402586299132
39,117,0.926973754676224,0.7757032586032705,0.6663111743987756
40,120,0.926487638583521,0.7523816632024155,0.67108087152814
41,123,0.9271144391926104,0.7362655424298394,0.6560649448407251
42,126,0.9310788481407768,0.7730833859115432,0.6901293425651797
43,129,0.9179207624078288,0.7169728464447932,0.5750326899356232
44,132,0.9257283058148746,0.7755415378128963,0.629681057944001
45,135,0.9268549164398696,0.7514949566636522,0.655522049613962
46,138,0.9250523438033158,0.7446031551869865,0.6330815805137772
47,141,0.9275495830560369,0.7637428093631436,0.6521103950168853
48,144,0.930111568457602,0.7891686185006818,0.6761766013645971
49,147,0.9267026179057696,0.7512280513819699,0.6684980142395321
50,150,0.9260220233774394,0.758727006273685,0.6451606999069602
51,153,0.9300110566612216,0.7723338382552022,0.6893813575653519
52,156,0.9305818598148354,0.7646060742563109,0.6821158086439327
53,159,0.9221759726874376,0.749298006977817,0.6251389862456282
54,162,0.9209881212088632,0.7654042890515937,0.64583492456254
55,165,0.9111989805728684,0.7704725692486575,0.6038043565660189
56,168,0.9177830741189302,0.7233486290771142,0.6385409186996632
57,171,0.9207388888976156,0.7522511905698178,0.6454873956359015
58,174,0.9253495012095742,0.7633528882528234,0.6737311642287299
59,177,0.9249191207660616,0.7680580857546271,0.6910143136195459
60,180,0.9293523738644952,0.7743107503758081,0.6899887293301468
61,183,0.9165618932457528,0.7309512018346566,0.5797320218858789
62,186,0.9196057767498682,0.75258087754246,0.6576497564464593
63,189,0.9282095894289836,0.7637814428996156,0.6834056215938686
64,192,0.9246869204081548,0.779918751204052,0.6197682352395468
65,195,0.9205637623099134,0.7557289924380691,0.6226169888747854
66,198,0.9234794698201642,0.7458533793959914,0.6462023665566801
67,201,0.9277530938085082,0.7518066255747814,0.6643918503263188
68,204,0.9287130938224714,0.7738487583224465,0.6863744442652435
69,207,0.9311797744637756,0.7770762418875669,0.693897817969902
70,210,0.9292777081663957,0.7598990894575886,0.6921131445539822
71,213,0.9327592445108384,0.7798244969220134,0.7062263594278416
72,216,0.9328338302125734,0.7792833581381481,0.7134583517694619
73,219,0.9323937992984872,0.7748829973637,0.7031050939756863
74,222,0.9326448424365416,0.7766343444407166,0.702455338034212
75,225,0.929585868709035,0.7575173449575451,0.6930534772004111
76,228,0.9318098040170508,0.7829098449991433,0.7054898622367436
77,231,0.9327587354430616,0.7691347797091262,0.7058424226183548
78,234,0.9341559374087496,0.7787355991300784,0.7129149295654245
79,237,0.934670975823586,0.7796045708580344,0.7283339483067448
80,240,0.9344923730302058,0.7762688348148439,0.7148985748442696
81,243,0.935450082239172,0.7808894536753399,0.7132717417081941
82,246,0.9354368682941592,0.7840370042760239,0.7182616238029437
83,249,0.9328602290130118,0.7616054729926816,0.7146282435978504
84,252,0.9344879295957518,0.7803228772687384,0.7292463485544421
85,255,0.93572303710883,0.7809859834169919,0.7298906497945937
86,258,0.935172654845473,0.7828106429205761,0.7283809039121638
87,261,0.930938054538438,0.7625719503643075,0.6981995364251101
88,264,0.927375692775793,0.7447347483039268,0.6340062264671376
89,267,0.9205073794174066,0.7532073912011042,0.6336143984382621
90,270,0.9265178844818748,0.7599540694702815,0.6248860925949506
91,273,0.9327045269972024,0.7797962054233994,0.7094004706984915
92,276,0.9284524147586368,0.7541741418978398,0.667900491613886
93,279,0.9284717011549904,0.7804329953991382,0.6965504338961109
94,282,0.930411889356475,0.7698862751576787,0.6946072403368909
95,285,0.9307209880383036,0.7790858191675065,0.7208330983031979
96,288,0.9318204798955754,0.7827170808105014,0.7252592557077827
97,291,0.933019756309546,0.7797419815261861,0.7090791885535942
98,294,0.9348910240064148,0.788476064150663,0.7263879830067944
99,297,0.9355594518148732,0.7839320730006936,0.7402727744600783
100,300,0.9355348929308288,0.7742602515945822,0.716010303910221
101,303,0.9321113830405728,0.7831199710847436,0.7344807641769012
102,306,0.9361787545828464,0.7822246518252362,0.7413793217698664
103,309,0.9282212398086812,0.7705623677521144,0.7058109102702942
104,312,0.9318149237844088,0.7805597833881913,0.7084375552888607
105,315,0.9329399272097076,0.7717588157310421,0.7215797475099788
106,318,0.8468357088762978,0.7443460096809009,0.4812447707199492
107,321,0.8786963629463587,0.6645977709512084,0.4724826379807931
108,324,0.9071261329157928,0.7360274859016555,0.592790525517266
109,327,0.9067543461734188,0.7037249619040684,0.5252846172796075
110,330,0.9137109027947588,0.7231754454921999,0.6170542896863805
111,333,0.9235559972518484,0.7249898947959358,0.6427020508091708
112,336,0.9284422552202864,0.7669613985224958,0.6879109933731322
113,339,0.924553282844282,0.7648297958413958,0.6766212981786248
114,342,0.9311221043570324,0.7518111518539285,0.6784439011508796
115,345,0.9228922383221452,0.7487260901850948,0.6033395914650607
116,348,0.9260491057831788,0.7524154791136268,0.6536336494330746
117,351,0.9314985381609716,0.7849783289611512,0.6810394478658633
118,354,0.9302868841276216,0.7549855575478102,0.6628731277382438
119,357,0.9331072214260402,0.7915257074721842,0.7073209821036235
120,360,0.9301233497404424,0.7530173246888706,0.6884580563791801
121,363,0.9333476468647446,0.7851579927118146,0.7095616326839835
122,366,0.9337039652190932,0.7760093342144012,0.7171528032078373
123,369,0.931483855191802,0.7517526920414078,0.6956216283533736
124,372,0.9339578809538894,0.7758379926913449,0.6959899089521858
125,375,0.9323892613228746,0.7694091787286992,0.7131399026479377
126,378,0.93501106946064,0.7744226519131975,0.7165409326137334
127,381,0.9361838452606168,0.787038585364374,0.736221871236481
128,384,0.9343586336527778,0.7637175735083475,0.7114736592865046
129,387,0.935102323495875,0.7798487760628533,0.7187833962681744
130,390,0.9338518057739456,0.7791677263180369,0.7285015438601771
131,393,0.935891233102368,0.768829866941177,0.7179694170782007
132,396,0.9367649534005176,0.7875858804439824,0.7307801199712216
133,399,0.9363652188371832,0.779517191284772,0.7294906677184976
134,402,0.9378194727558852,0.7936129989204561,0.74642214424133
135,405,0.9371394236573164,0.7780645276805453,0.7404062883957121
136,408,0.9334140147580784,0.7788850218388441,0.7215630825379085
137,411,0.9365779873508002,0.7807593474289679,0.7283125603204172
138,414,0.9316428734205592,0.7813461570059586,0.7249872693604335
139,417,0.9371603390705564,0.7828287672648298,0.7331262543093248
140,420,0.9318129311476816,0.7753013168421496,0.7200218464465905
141,423,0.9366083714246932,0.7892625532721642,0.7376099250954483
142,426,0.9357184554988366,0.7818061499546032,0.7427755734391184
143,429,0.9360113003737836,0.7818415410175688,0.7390940706655007
144,432,0.935384274320393,0.7770628181098826,0.73292044671155
145,435,0.9274790771689152,0.7749466873295201,0.6315561460639082
146,438,0.9155699601373748,0.737749242563232,0.6216965061755029
147,441,0.925407069502762,0.7430953808000536,0.6603164369487677
148,444,0.9304595453728036,0.7659322602441837,0.6703578983966887
149,447,0.9326438533905748,0.7669181227135965,0.7041844433105531
150,450,0.9327616080398032,0.7832305839880238,0.7111937406995518
151,453,0.9315204062581942,0.7615186033257823,0.695829284378759
152,456,0.9317326802488278,0.7901562376422672,0.7151165842447947
153,459,0.934149552244346,0.7740976144155035,0.7232073427339154
154,462,0.9346169637324406,0.7799362139409388,0.7335337152418766
155,465,0.9326325593583208,0.7741189622255069,0.7232191033320737
156,468,0.9339107485501312,0.7734674131355037,0.7287421873524162
157,471,0.932909055885228,0.787589918556977,0.7103169074086804
158,474,0.9352027989302713,0.7788190759240542,0.7310365761283683
159,477,0.936260379964698,0.7928365040522196,0.7407152910789379
160,480,0.9365695513704948,0.7775590014993564,0.7394918105328159
161,483,0.937922522618754,0.7934192421292438,0.750369523770637
162,486,0.937494243897921,0.7869573453366796,0.7539122685278675
163,489,0.9371454670190696,0.779127689930229,0.7495075214331202
164,492,0.9359452524659098,0.7823342295573152,0.7419381353149938
165,495,0.9374674087536736,0.7925669771446716,0.748316565167909
166,498,0.934324620652874,0.786258635861021,0.6754579685599373
167,501,0.9105207423011062,0.7048626236103283,0.5680709635271362
168,504,0.9182150981241228,0.7409042854996593,0.6101793198921827
169,507,0.9106864729521236,0.7548166765160657,0.6209014553206249
170,510,0.914345106703806,0.748075411754387,0.6364413430623956
171,513,0.923481091564654,0.7438915199820979,0.6486773462456846
172,516,0.9273738601317956,0.7684225283587756,0.6724286231503648
173,519,0.9269195753199522,0.7749230957817402,0.7048812054190919
174,522,0.9305347637730614,0.776158631354417,0.7139246515043999
175,525,0.9316778900112236,0.7707374087146597,0.7132780593288057
176,528,0.929675900981605,0.7782373405372038,0.7195353315180518
177,531,0.9316329902332876,0.7737276622001571,0.7237288898797762
178,534,0.9334183054721996,0.7806569731842583,0.7297187514464446
179,537,0.9309025797867744,0.765922634450533,0.7050947446975385
180,540,0.9323860032891016,0.783022448878759,0.7219769325329323
181,543,0.9341861760347064,0.7771945753086223,0.7351120323741366
182,546,0.9313214116641448,0.7727944919312524,0.732179916938839
183,549,0.9350978873338176,0.7811871556112747,0.7353857649447553
184,552,0.92528295150632,0.7709187394907664,0.702657156575908
185,555,0.9313931902207092,0.7722969763022266,0.7120816326376009
186,558,0.9269113284219636,0.7631326837350922,0.7151064754014577
187,561,0.930569576736615,0.7809812822553978,0.7291360459329582
188,564,0.9354361555992712,0.7889601163980321,0.7414461932434859
189,567,0.934124658830048,0.7815495695243097,0.734233975666864
190,570,0.9357778273464344,0.7872114419552155,0.7477313082875213
191,573,0.9363758510813268,0.784049765357323,0.7463233516885464
192,576,0.9358187418509158,0.7810571636265868,0.7444677668474153
193,579,0.9340245179259054,0.7873259700262752,0.7515148748394447
194,582,0.9326637215786734,0.76737221924101,0.6855582208861696
195,585,0.931215140129487,0.7645312804317336,0.6917918575972977
196,588,0.9349766564789116,0.7869580747742251,0.7096507940009296
197,591,0.9351792363645904,0.7802442447470382,0.7191706773607325
198,594,0.9366682087056872,0.7867971802048978,0.7278435419558057
199,597,0.9373302513497423,0.7927864828649671,0.7404819780027634
200,600,0.9373339311825306,0.7810377617935449,0.7410587391829215
201,603,0.9338308976331025,0.7858277089050538,0.7455148363052118
202,606,0.9354151674620632,0.7833464651863195,0.730175878715627
203,609,0.9368324921497384,0.7857634608613469,0.7337233979264436
204,612,0.935507599625582,0.7780372937327843,0.7337033949341406
205,615,0.9366986073243742,0.7894940089633423,0.7416500347068817
206,618,0.9377330112301516,0.7879509342289795,0.7435283444955879
207,621,0.9363759819844696,0.7882040470703559,0.7359543157420895
208,624,0.9371139920856544,0.7878313744028762,0.7373416905422165
209,627,0.9384291105084912,0.7961116323363226,0.7547159295807733
210,630,0.9361097468094688,0.775173875206165,0.7374645511585313
211,633,0.9362605472298248,0.7917172089923179,0.7418139880549774
212,636,0.9373001581717216,0.7863993902987572,0.7420403636128473
213,639,0.9346304903905168,0.7889631456818337,0.7448655751704496
214,642,0.9388006427169768,0.7880582563368516,0.7438265023613
215,645,0.9376571601313708,0.7896594878863912,0.7500641650964468
216,648,0.9377214844811996,0.7845299308189732,0.7413695364233648
217,651,0.9348474841666832,0.7697967398151351,0.7197438631903988
218,654,0.9368717340029524,0.7976672411995486,0.74124360722049
219,657,0.9359242352391144,0.7837524185335238,0.7139455921834656
220,660,0.9313423052601943,0.7568789638646172,0.6929168578719361
221,663,0.9352203399513892,0.7765031253478142,0.7084471179932293
222,666,0.9358992909180388,0.7913952564628597,0.7209545504819818
223,669,0.9374141093574164,0.789723675935103,0.7400700884550108
224,672,0.9365879287172464,0.7804747479266188,0.7386566584932432
225,675,0.9357758637992944,0.7844961268340372,0.7337949286799521
226,678,0.917079084290046,0.7618410089053115,0.6694739861837347
227,681,0.924936327256926,0.7228614505114656,0.657749222201169
228,684,0.923083000563,0.7644703728599838,0.6690574321653942
229,687,0.9302595253708036,0.7761441098114196,0.7036050336661012
230,690,0.9335499431269478,0.7794124686358986,0.7241141465757766
231,693,0.93369858364545,0.7800400051420838,0.7404616424905339
232,696,0.935413516627986,0.7803239010761327,0.7363487676287852
233,699,0.9360373864611592,0.781822660517154,0.7394781548396149
234,702,0.9356350774693524,0.7920574514981201,0.7368731011896325
235,705,0.9367934102892548,0.7789813729869255,0.7458993715900383
236,708,0.9345407926482002,0.7884495745031844,0.7495528533125075
237,711,0.9373717985527464,0.783532839618383,0.7521504776845334
238,714,0.9365698495387642,0.7894621046340815,0.7473896494855246
239,717,0.9366962001610284,0.7906250103199602,0.751602758834876
240,720,0.9375008545066256,0.7898074348754714,0.7516996611010376
241,723,0.9364644870537084,0.7929119974461589,0.7413849613164882
242,726,0.9362889532117844,0.776308877134043,0.7406263167312215
243,729,0.938042349901075,0.7896491701876437,0.7462271462278927
244,732,0.9345544720266092,0.7908217628244998,0.7519700565116251
245,735,0.9386053788624936,0.7871759552671217,0.744865007273348
246,738,0.9369302258905357,0.7847118056502485,0.7444491991726151
247,741,0.9373311603993442,0.7886175893668572,0.7295152114767909
248,744,0.9316631852248636,0.7663296135079646,0.6823709776111853
249,747,0.9358947311252358,0.78403661226629,0.7135548651704359
250,750,0.935875459273676,0.7721663647169569,0.7106240263715435
251,753,0.9350407481120422,0.7848308199720364,0.7249725860680198
252,756,0.937666628792024,0.7921260667636141,0.7368312333203213
253,759,0.9377443198071987,0.784423674696898,0.7398364951676194
254,762,0.93762115449474,0.7826476183004054,0.735916148395957
255,765,0.9354658778850542,0.7942064216031275,0.7462823921124184
256,768,0.9383874687643284,0.7836917857523142,0.7359209550862243
257,771,0.9363186027735992,0.795873113076195,0.7449027615807202
258,774,0.9368552474793728,0.7901784561940542,0.7390261940436795
259,777,0.9392143475545928,0.7939604391205606,0.741809717342669
260,780,0.9382887968843424,0.7900054940274589,0.7474803561928455
261,783,0.9367310931209468,0.7863678749417201,0.7387208284765424
262,786,0.9378156474751606,0.7888239583451916,0.7557191183893823
263,789,0.9391168465304937,0.7897457867850282,0.7533332312556473
264,792,0.93878659244633,0.7903060292620264,0.7552314353112636
265,795,0.9361281823353946,0.7869924305825764,0.7304307513048558
266,798,0.9345763183066416,0.7856226572840294,0.7143719414950176
267,801,0.9383362710907508,0.7950259623440746,0.7379794196974149
268,804,0.9397913322454992,0.8006178264922793,0.7562922222986554
269,807,0.9333180918440884,0.7794357092746884,0.7366463922954256
270,810,0.9229335455360546,0.763754296217385,0.6029194324218878
271,813,0.9020968050848132,0.7414256605970956,0.5528072907091313
272,816,0.9204292884204068,0.72299075507229,0.6294789857172712
273,819,0.9217214987932766,0.7249114163950734,0.6419286846112483
274,822,0.9228402915916954,0.7764205176719032,0.6813263372053157
275,825,0.9247944500674616,0.7727380129095679,0.6829019131578171
276,828,0.910966132971645,0.6969422033535267,0.5932979435493793
277,831,0.9173835140931196,0.750563826762172,0.6251706096524363
278,834,0.9300594253724384,0.786825101849216,0.6684896506530991
279,837,0.9311826470605176,0.781525348697458,0.7019180995200864
280,840,0.9328787518076996,0.7853862747962052,0.7130778220564785
281,843,0.933948303207284,0.7833447150835688,0.7177788285959815
282,846,0.9328650651568938,0.781214416466909,0.7225437681858279
283,849,0.9352465278523198,0.7889090307797316,0.7274529710351104
284,852,0.9361872851043104,0.786494303664394,0.7287499696581844
285,855,0.9349319603280865,0.7871073733476397,0.730734821120189
286,858,0.9355368782951594,0.7866160518378663,0.7268902640942048
287,861,0.9353254260853658,0.788716612126988,0.7329978490318265
288,864,0.9345707040163004,0.7788684892846126,0.7277572501145619
289,867,0.9367828871310632,0.791524428265127,0.7338045965192002
290,870,0.9368067769546008,0.7944446487408664,0.7419010873984139
291,873,0.9363992463818808,0.7896525073748535,0.7418427673927777
292,876,0.9370944002486346,0.7926842318735658,0.7435568808650009
293,879,0.9335963046566436,0.780217286652294,0.7323463849209337
294,882,0.9374481369021136,0.7946758015242883,0.743448607894506
295,885,0.9366925712350176,0.7845133000729637,0.7406848875966979
296,888,0.9386451225110876,0.799273339396866,0.7483288204013684
297,891,0.9378154511204464,0.7859394341608062,0.728473305206279
298,894,0.936701203570037,0.7887082359978784,0.7346972328119543
299,897,0.9354643434093264,0.7722576113750531,0.7252870257188546
300,900,0.93621603288892,0.7858740627911938,0.7332165372012436
301,903,0.9363366455900972,0.7965952700674661,0.740575131722103
302,906,0.937098472790851,0.7785752268934096,0.742891320993082
303,909,0.9372231216722604,0.7893808630579194,0.7376987275464044
304,912,0.9375733603028712,0.7863167668796704,0.7356976502235929
305,915,0.9369095577387871,0.7897680057088377,0.7308873204899282
306,918,0.9364968419471384,0.7894927494723838,0.7452477309771031
307,921,0.9361384073253164,0.7806983781279014,0.7421520355280303
308,924,0.935962458956774,0.7825005859387766,0.7451311685236996
309,927,0.9373071178554738,0.7944991129113858,0.7493898048659429
310,930,0.9344026752878896,0.7745654391394587,0.7259538284541067
311,933,0.9344672905335908,0.791667021615323,0.7185268934943967
312,936,0.9343102067623864,0.7756084066829965,0.719739849155916
313,939,0.9350331339125768,0.778821888238088,0.7270043288697381
314,942,0.9357090232001676,0.7893297834509216,0.7384604947946611
315,945,0.93701999635682,0.7945236666567377,0.7459294299540009
316,948,0.93676981136159,0.7815380556380918,0.7377767609385284
317,951,0.9344534802520392,0.7784858530788978,0.7336875452536805
318,954,0.9362580527977172,0.7820060370131015,0.7279127012764117
319,957,0.9373702568046216,0.7913798709788978,0.7480897120984615
320,960,0.9346435588875932,0.7814737617544107,0.7253020923158218
321,963,0.9317280113700726,0.7799589649095091,0.7266858836749742
322,966,0.9355568919311942,0.7802222133153437,0.7295516321362235
323,969,0.9364919039897008,0.7748846405108759,0.7263922806520269
324,972,0.935517075558632,0.7939459251848314,0.7469433150401843
325,975,0.9245486939618918,0.780483832534592,0.6186546468035172
326,978,0.9019561787476011,0.744078991687016,0.5223747457073886
327,981,0.9163615241687054,0.7220284269572098,0.6076760885687567
328,984,0.9218337846001003,0.7812753306124994,0.6635848460081144
329,987,0.9281591262674842,0.7404669621311752,0.6705097067523265
330,990,0.9306692594797584,0.794202988842432,0.7141482500341682
331,993,0.9317855505736728,0.7738071416868204,0.7108829790912917
332,996,0.9317531375010684,0.7885018911990718,0.7210770226901353
333,999,0.9337724784694874,0.7842767626946278,0.7244105595724291
334,1002,0.9348659342374028,0.7955205670423525,0.7319315396283443
335,1005,0.9310772773030648,0.7693547887479214,0.7174862387635045
336,1008,0.9349619153305672,0.790560585264527,0.7292519015325319
337,1011,0.9349417344294056,0.7871581636058258,0.7385333314648367
338,1014,0.9359853524619478,0.7785181839168596,0.726476039400716
339,1017,0.9350365737562704,0.7844327590575922,0.723127129955381
340,1020,0.9358887241254666,0.7904529379490163,0.7327167543729783
341,1023,0.9331990499806232,0.7908582001836189,0.7339344254581827
